ID;Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard à l'arrivée;Commentaires
TER_11;2017-01;Languedoc Roussillon;4500;4361;139;572;86.9;6.6;
TER_17;2017-01;Picardie;11304;11007;297;1266;88.5;7.7;Tempête EGON du 13/01 et LTV glissante entre Longueau et Tergnier fortement pénalisante. Plus généralement, fort impact des causes externes.
TER_19;2017-01;Provence Alpes Côte d'Azur;15760;15094;666;2294;84.8;5.6;Les incidents de l'infrastructure  sur la côte d'azur et  les intempéries de la vallée du Rhône ont particulièrement perturbé la production de notre région ce mois-ci.
TER_20;2017-01;Rhône Alpes;30662;30135;527;4376;85.5;5.9;Un début d'année difficile notament en externe et  matériel impactant la gestion du trafic.
TER_1;2017-02;Grand Est;38595;37318;1277;1819;95.1;19.5;accident ferroviaire au Luxembourg
TER_6;2017-02;Bretagne;7442;7398;44;146;98.0;49.7;
TER_11;2017-02;Languedoc Roussillon;3649;3560;89;451;87.3;6.9;Ce mois de février est en progrès par rapport au mois précédent, mais l'objectif n'est toujours pas atteint. Les causes externes ontencore une fois très impactés nos résultats(Intempéries et Collision à un passage à niveau).
TER_3;2017-04;Auvergne;3995;3956;39;223;94.4;16.7;Amélioration sensible pour le mois d'avril sur la ponctualité et trains supprimés
TER_9;2017-04;Franche Comté;5389;5365;24;359;93.3;13.9;Les bons résultats du mois d'Avril confirment la tendance observée depuis le début de l'année avec une hausse de 1,24% de la ponctualité au terminus comparé au mois de Mars 2017 (+5,44% depuis le début de l'année). Le taux d'annulation (0,45%) est lui aussi le plus faible enregistré depuis le début de l'année.
TER_20;2017-04;Rhône Alpes;26347;26011;336;2759;89.4;8.4;Amélioration sensible pour le mois d'avril sur la ponctualité et trains supprimés
TER_3;2017-05;Auvergne;4406;4333;73;292;93.3;13.8;Fléchissement en mai dû aux événements externes, Infrastrutcutre et matériel
TER_6;2017-05;Bretagne;8133;8046;87;256;96.8;30.4;
TER_11;2017-05;Languedoc Roussillon;4523;4459;64;360;91.9;11.4;Un très bon mois de Mai  bien dessus de l'objectif. Deux gros incidents externes ont eu un impact sur notre régularité: La collision entre deux lorrys à Béziers et la chute d'une grue sur les voies à Villeneuve les Maguelone.
TER_15;2017-05;Nord Pas de Calais;18834;18560;274;1585;91.5;10.7;Ce mois de mai affiche une régularité en demi-teinte avec une hausse importante  des actes de malveillance (bris de barrières aux passages à niveau, isolateurs cassés sur les installations caténaire, tirs de projectiles sur les trains, …). Les fortes chaleurs en fin de mois ont nécessité de mettre en place des limitations de vitesse. Plusieurs incidents sur le matériel roulant sont venus affecter également  la régularité.
TER_18;2017-05;Poitou Charentes;3420;3337;83;280;91.6;10.9;Un retour à une production correcte. Premiers impacts de limitations de vitesse pour fortes chaleurs (temperature du rail supérieure à 45°C)
TER_2;2017-06;Aquitaine;9373;9072;301;1125;87.6;7.1;Dans un contexte de grèves à répétition, la production de juin marque une franche dégradation, tant du point vue réalisation du plan de transport que du point de vue de la régularité. Les fortes chaleurs et les vents violents ont pénalisé la production, toute comme la forte incidentologie Réseau (notamment sur la 2ème quinzaine) et la crise matériel.
TER_4;2017-06;Basse Normandie;3237;3205;32;258;92.0;11.4;Ce mois est marqué par des causes externes (arbres et branches sur les voie le 8, accident de personne à Evreux le 27) et de nombreux dérangement Infra (comme l'incident caténaire en gare de Rouen le 8 et le défaut de géométrie de la voie à Mézidon le 14). De plus, nous avons connu un épisode caniculaire du 19 au 22 durant lequel les circulations ont étés ralentit afin de préserver les installations ferroviaires.
TER_17;2017-06;Picardie;11068;10804;264;1218;88.7;7.9;Un très mauvais mois, avec un lourd impact des intempéries (aussi bien des orages que des fortes chaleurs) et des dérangements d'installations Infra. Les tensions du parc matériel ainsi que les nombreuses avaries dégradent également fortement la régularité.
TER_1;2017-07;Grand Est;38450;37803;647;1745;95.4;20.7;Des resultats regularité en progression par rapport au mois precedent mais qui restent majoritairement impactés par des evenements externes
TER_4;2017-07;Basse Normandie;3488;3464;24;252;92.7;12.7;Ce mois de juillet a été marqué par quelques intempéries entrainant des arbres et branches sur les voies (notament le26 juillet entre Bayeux et Audrieu) ainsi que des dérangements d'installations (ralentissement forfaitaires pour déformation de la voie et dérangements de PN). Nous pouvons noter une forte augmentations des retards pour correspondances, principalement sur les axes touristiques (Lisieux-Trouville et Trouville-Dives) qui assurent les suite de parcours de trains Intercités.
TER_7;2017-07;Centre;9463;9312;151;672;92.8;12.9;Bien que les chiffres soient en hausse, l'objectif fixé pour ce mois de juillet n'a pas été atteint. Nous pouvons mettre en cause une recrudescence d'incidents liés à l'infrastructure et également les conditions météorologiques. En effet, les épisodes de fortes chaleurs, avec leur lot de limitations de vitesse, ont rapidement fait place aux orages accompagnés de leurs innondations. Il va sans dire que l'incident de Paris Montparnasse (poste de Vanves) des deux derniers jours de juillet, n'a pas non plus été sans effet pour notre ponctualité.
TER_14;2017-07;Midi Pyrénées;7914;7749;165;803;89.6;8.7;1. Intempéries, malveillance (4 244 minutes perdues) 2. Dérangements d'installations (3 268 minutes perdues) 3. Défaillance Engin moteur (2 193 minutes perdues) 4. ADC TER (1 268 minutes perdues)
TER_20;2017-07;Rhône Alpes;27172;26755;417;3105;88.4;7.6;L'alériotation continue pour les trains supprimés et les événements externes marquent les chiffres ponctualité
TER_1;2017-08;Grand Est;37079;36766;313;1053;97.1;33.9;
TER_12;2017-08;Limousin;4229;4105;124;320;92.2;11.8;"De manière générale, les principaux retards en Juillet sont liés :
• Aux défaillances de l’infrastructure  pour  2,3 point avec comme cause principale des déclenchements de LTV pour défaut de géométrie de la voie principalement ciblées sur la ligne Limoges Poitiers. A cela se rajoute des dérangements dans un ordre de grandeur classique (PN, signaux, appareils de voies, block,…)
 • Aux causes externes  pour  1,6 point avec principalement des divagations de bestiaux ciblées sur les lignes de Poitiers et Guéret plus quelques bris de barrière imputables à des tiers.
• Aux défaillances du matériel roulant (1,9 point), en nette augmentation par rapport au mois précédent, avec principalement des avaries  de matériel en ligne (isolement moteur, boucle inductive HS, avaries de Clim, de Grog,…). A noter une recrudescence de sorties tardives du dépôt sur cette période. 
• A la gestion des ressources pour 0,5 point avec principalement des écarts liées à la commande de celles-ci.
•  Aux correspondances et prises en charge clientèle pour  0,15 point, en nette diminution par rapport au mois précédent.
• A des causes liées aux conducteurs et ASCT pour environ 0,4 point pour des causes diverses (attentes personnelles, non-respect de marche tracée)
• A des causes liées à la circulation ferroviaire et travaux pour 0,3 point avec principalement des restitutions tardives et des retards liés à des choix de régulation
Suppressions :
On enregistre des suppressions: 
•  pour défauts ou défaillances de matériel (suite tension sur le parc)
•  pour absences et/ou défaut de conducteurs.
•  pour absence ASCT.
•  suite gestion des ressources.
•  pour LTV principalement ciblées sur ligne de Poitiers suite défaut de géométrie de la voie.
•  suite absence agent
•  suite chocs avec arbres ou animaux."
TER_7;2017-09;Centre;9401;9313;88;674;92.8;12.8;Malgré l'élan insufflé par le mois d'Août, Septembre n'a pas suivi sa dynamique. Pour les lignes Centre l'objectif est quasi atteint alors que côté Paris/Chartres/Le Mans de nombreuses difficultés viennent dégrader la ponctualité. Les principales causes sont liées à Réseau et les causes externes ne sont pas en reste.
TER_10;2017-09;Haute Normandie;5754;5711;43;292;94.9;18.6;Nous avons subi ce mois-ci des causes externes (personnes dans les voies, divagations d'animaux), et des difficultés de circulation (espacements avec des trains Intercités et Transilien en IDF)
TER_15;2017-09;Nord Pas de Calais;18495;18148;347;1786;90.2;9.2;Les résultats du mois de septembre sont assez moyens. Le nombre d’actes de malveillance et notamment les bris de barrières aux passages à niveau reste élevé, on déplore à nouveau ce mois-ci trois accidents de personnes et des intrusions d’individus dans les emprises qui sont des facteurs très péjorant pour la production. Le matériel roulant a généré également de l’irrégularité ce mois-ci.
TER_20;2017-09;Rhône Alpes;27958;27669;289;2914;89.5;8.5;
TER_2;2017-10;Aquitaine;9688;9497;191;1060;88.8;8.0;Dans la lignée de septembre, un mois d’octobre difficile pour la production. Cela s’explique par la tension persistante sur le parc qui génère des sous-compositions notamment en zone périgourdine et en Sud Aquitaine, et d’autre part  la fiabilité des engins et les tensions sur la ressource ADC. Toutes ces causes combinées entraînent une désorganisation du service.
TER_10;2017-10;Haute Normandie;6010;5945;65;375;93.7;14.9;Sur PCLM, où la situation est catastrophique, un point hebdo spécifique avec toutes les entités concernées doit permettre de continuer à identifier nos fragilités et y apporter des solutions.
TER_19;2017-10;Provence Alpes Côte d'Azur;15322;14841;481;2225;85.0;5.7;"Un mois difficile, avec 9,5 points d'irrégularité "" hors entreprise ferroviaire"".En effet nous avons souffert  d'incidents mageurs et lourds de conséquences, autant en réalisation de l'offre qu'en  régularité."
TER_1;2017-11;Grand Est;43697;42959;738;2743;93.6;14.7;Une régularité en baisse par rapport au mois précédent. Les causes externes sont  en augmentation  (heurts gibiers nottament et actes de malveillance).
TER_2;2017-11;Aquitaine;9465;9216;249;1049;88.6;7.8;"Dans contexte de grèves, de givre et de feuilles mortes, novembre 2017 restera compliqué pour la production. La situation est particulièrement difficile en Sud Aquitaine du fait de la concomitance de grèves et de givre, et ce,
malgré les mesures mises en oeuvre : trains racleurs (mais en nombre insuffisant malgré l’utilisation de Z2 jusqu’à la fin
d’année), stock de pantographes pour pallier aux remplacements requis, limitation de vitesse à 70 km/h et/ou 100 km/h,
suppression de circulation pour protéger le matériel roulant et l’infrastructure …."
TER_5;2017-11;Bourgogne;7066;6966;100;739;89.4;8.4;"Un taux de ponctualité encore en
baisse ce mois-ci avec 89,39% soit -
2,4% % comparé au mois d’octobre, dû
essentiellement à la forte
augmentation de 10,1 % des retards
pour causes pour causes gestion du
trafic. Autre augmentation, celle des
retards pour causes infrastructure
ferroviaire qui augmentent de 1,3% et
passent à 8,6%. Toutes causes de
retard s’améliorent.
Les causes transporteur ou matériel
roulant baissent de 4,4 %, les retards
pour causes gestion en gare ou
réutilisation de matériel de 4,1%, ceux
pour prise en compte des voyageurs
baissent de 2,7% et les retards pour
causes externes sont stationnaires avec
une baisse de 0,1%."
TER_12;2017-11;Limousin;3903;3815;88;469;87.7;7.1;
TER_5;2018-01;Bourgogne-Franche Comté;13942;13676;266;1214;91.1;10.3;"BG : 
- LTV sur BG : RVB Champigny S/ Yonne
- Mvt Social ET Laroche / UP Traction nevers
FC  : 
- des obstacles sur la voie ou aux 
- la LTV entre Neuilly Les Dijon et Dijon
-  défaut de
géométrie de voie suite aux inondations…"
TER_15;2018-01;Hauts de France;29552;28979;573;2808;90.3;9.3;L’année 2018 a démarré difficilement avec la tempête Eléanor le 3 et les vents forts les 15 et 18. Le mois a également été marqué par 6 accidents de personne. Le nombre de dérangements d’installation électrique baisse mais a contrario certains dérangements sont récurrents de par leur complexité. Côté matériel, le mois a été ponctué par plusieurs demandes de secours.
TER_16;2018-01;Pays de la Loire;13108;12862;246;883;93.1;13.6;
TER_19;2018-01;Provence Alpes Côte d'Azur;15825;15205;620;2054;86.5;6.4;La qualité du mois de janvier a été inégale selon les axes.  Des restitutions tardives  de voies entre Aubagne et Toulon ont affectées la production de  l'axe Marseille Toulon et le secteur Côte d'Azur a été perturbé par des limitations de vitesse suite aux chutes de rochers ainsi que par des difficultés de circulation principalement liées aux contrôles aux frontières.
TER_5;2018-02;Bourgogne-Franche Comté;12498;12367;131;897;92.7;12.8;"Un mois de février 2018 avec de
meilleurs résultats, tant en ponctualité
qu'en réalisation d'offre comparé à
janvier 2018. Les causes externes sont
en baisse de près de 10% ! Les retards
pour cause de gestion du trafic, autres
transporteurs, gestion gare et prise en
charge voyageurs sont plutôt stables.
Les retards pour cause infrastructure
sont cependant en augmentation de
près de 5%."
TER_7;2018-02;Centre;9898;9622;276;1439;85.0;5.7;Un mois de février catastrophique en matière de ponctualité. La bonne dynamique insufflée par le mois de janvier est retombée comme un soufflet. Les principales causes sont les intempéries de ce début de mois, qui n'ont épargné aucune région atlantique avec pour corollaire la casse et la pénurie matériel.
TER_14;2018-03;Midi Pyrénées;11766;11344;422;1376;87.9;7.2;"1. Intempéries, malveillance (14 037 minutes perdues)
2. Dérangements d'installations (5 410 minutes perdues)
3. Défaillance engin moteur (3 177 minutes perdues)"
TER_5;2018-04;Bourgogne-Franche Comté;8100;7996;104;587;92.7;12.6;"Un mois d'Avril en amélioration
comparé à Mars 2018 tant au niveau de
la ponctualité (+ 0,42%) que des
suppressions (- 0,06%). A noter, une
forte baisse des causes Externes (-
10,4%) et dans une moindre mesure
des causes Transporteur. Les autres
causes de retard (infrastructure,
gestion du trafic, gestion gare et prise
en charge voyageurs) sont en hausse"
TER_6;2018-04;Bretagne;4874;4775;99;491;89.7;8.7;
TER_16;2018-04;Pays de la Loire;7814;7707;107;589;92.4;12.1;
TER_3;2018-05;Auvergne-Rhône Alpes;14740;14523;217;1650;88.6;7.8;La production est principalement perturbée par des causes liées à l'externes, aux infrastructures ferroviaires et à l'utilisation du matériel. L'abaissement du niveau de plan de transport pour cause de grève fait également émmerger de nombreux retards liés à la prise en charge des voyageurs.
TER_4;2018-05;Normandie;5269;5169;100;460;91.1;10.2;un mois marqué par le mouvement social qui a engendré des grosses difficultés en therme de disponibilité du matériel entrainant un PTA quotidien ainsi que de nombreux retards suite aux arrêts supplémentaires, attentes de correspondances...
TER_19;2018-05;Provence Alpes Côte d'Azur;9712;9388;324;1029;89.0;8.1;L'amélioration de la régularité du mois de mai entraine une amélioration de la ponctualité. En revanche elle s'accompagne d'une réduction de l'offre, liée à l'impact des mouvements sociaux
TER_6;2018-06;Bretagne;6910;6760;150;385;94.3;16.6;
TER_14;2018-06;Midi Pyrénées;8310;8063;247;1278;84.1;5.3;"1. Externe (8 605 minutes perdues)
2. Dérangements d'installations (7 219 minutes perdues)
3. Défaillance engin moteur (2 400 minutes perdues)"
TER_19;2018-06;Provence Alpes Côte d'Azur;10515;10251;264;1216;88.1;7.4;Malgré un plan de transport adapté, nos résultats en terme de régularité s'améliorent. En revanche cela entraine une forte réduction de l'offre de transport.
TER_2;2018-07;Aquitaine;15562;15054;508;2080;86.2;6.2;"Après un solide 1er semestre, la production s'est fortement dégradée en juillet tant en régularité qu'en suppression ramenant nos cumuls annuels proches des résultats de l’an passé

Nos mauvais résultats en suppressions touchent essentiellement l’Aquitaine et le Limousin. Ils s’expliquent essentiellement par une forte dégradation des causes « Externe » et « Infra ». L’analyse plus fine révèle :
- une cause TER  en progrès et à l'objectif. On notera que le Matériel réalise un très bon score (meilleur que la moyenne nationale)
- une cause Externe en forte dérive due aux orages violents à plusieurs reprises
- une cause Réseau qui se dégrade en lien avec les 2 incidents caténaires de Facture et des dérangements d’installation parfois conséquence des intempéries

Avec une régularité à 86%, juin 2018 signe un mois très en deçà de l'objectif, tiré par le bas par l’Aquitaine (alors que Poitou Charentes et Limousin se maintiennent autour des 90%). C’est notre 1er mois de 2018 inférieur à celui de 2017. Le détail par famille permet de voir que :
- La part TER se dégrade nettement , bien au-dessus de l'objectif. Les métiers Matériel et Escale ne sont pas aux niveaux attendus du fait d'un manque de fiabilité des matériels qui souffrent de la chaleur et de la restriction ""V140 regiolis""  et des flux estivaux (fortes affluences et nombreuses correspondances avec des voyageurs occasionnels chargés de bagages et vélos)
- La part Réseau se dégrade fortement. L'infrastucture souffre des intempéries (chaleur et vents violents) et le sémaphore du Tunnel de la Ramade (mis en place suite à risque de chute d’une plaque de béton) aura pesé plus d’un point d'irrégularité en Nouvelle Aquitaine.
- La part Externe à est très impactée par les orages violents à répétition et les LTV fortes chaleurs"
TER_5;2018-07;Bourgogne-Franche Comté;13121;12965;156;1159;91.1;10.2;"Le mois de Juillet connait une
amélioration des résultats comparé à
Juin avec une ponctualité à 91,06%
(+1,14%) et des suppressions en baisse
(1,19% soit -0,21%). La plupart des
familles de causes sont stables comparé
à Juin, à l'exception des prises en
charge voyageurs en baisse (-2%)"
TER_15;2018-09;Hauts de France;27356;26917;439;2615;90.3;9.3;Les limitations de vitesse consécutives aux travaux ont fortement pesé sur les résultats du mois. A noter également des difficultés de production TER qui représentent elles aussi une part non négligeable de l’irrégularité. Enfin, des causes externes telles que les actes de malveillance, les malaises voyageurs à bord et les accidents de personne ont contribué à alourdir le résultat final.
TER_5;2018-10;Bourgogne-Franche Comté;13723;13518;205;1104;91.8;11.2;"Le mois d'Octobre connait une légère dégradation de la ponctualité comparé à Septembre (-
0,82%). Les suppressions connaissent également une augmentation (+0,75%). Les retards pour
cause Externeet prise en charge Clients sont en hausse notable. Les autres familles de causes
sont stables ou en baisse."
TER_16;2018-10;Pays de la Loire;13159;12928;231;1058;91.8;11.2;
TER_4;2018-11;Normandie;8457;8365;92;755;91.0;10.1;Ce mois de novembre est marqué par des difficultés en liens avec la période automnale, avec notamment des difficultés d’adhérence mais aussi des heurts ainsi que des défaillances matériels.
TER_6;2018-11;Bretagne;9346;9216;130;709;92.3;12.0;
TER_19;2018-11;Provence Alpes Côte d'Azur;15095;14234;861;2315;83.7;5.1;De grosses difficultés de production courant novembre liées aux intempéries( dont deux éboulements successifs sur la côte bleue), obstacles sur la voie, colis suspects ainsi que des défaillances de notre infrastructure expliquent la baisse de nos résultats.
TER_1;2018-12;Grand Est;41792;40789;1003;2363;94.2;16.3;"Une nouvelle amélioration de notre régularité (+0,4pt) nous permettant de rester 1er TER de France en décembre.
Encore de nombreux évènements externes comme l'alerte à la bombe en gare de Strasbourg s'avérant fausse fort heureusement, le colis abandonné sur un quai de Mulhouse, voire des personnes aux abords de nos voies.
Enfin quelques évènements climatiques  comme de fortes pluies dans les Ardennes provoquant un éboulement sur les voies, nécessitant des réductions de vitesses ou encore des épisodes venteux  faisant tomber quelques arbres sur les caténaires."
TER_2;2019-01;Aquitaine;18076;17673;403;1107;93.7;15.0;"Janvier 2019 restera dans les annales comme le meilleur janvier depuis que les mesures Nouvelle Aquitaine existent (2016). Cette performance s’exprime tant en suppression, soit divisé par 2 versus janvier 2018 ; qu’en régularité ,soit 2,7pts de mieux que janvier 2018. 

Dans la lignée d’un dernier quadrimestre 2018 très robuste, les suppressions perdurent dans leur bonne dynamique grâce aux bonnes performances concomitantes des 4 structures. L’analyse plus fine révèle :
- une cause TER qui signe une grosse performance, en lien avec les très bons scores des métiers Prod Ter et Traction. Le matériel bien qu’également à l’objectif, reste en délicatesse avec la disponibilité engin en DTL LmPx.
- une cause Externe tout juste à l’objectif, en l'absence d'intempéries majeures et grâce à la gestion novatrice des épisodes de givre. A noter toutefois un accident de personne à la Médoquine, ainsi qu’un haut niveau de chocs animal qui vient créer des pics de tension sur la disponibilité du parc matériel.
- une cause Réseau à l’objectif, malgré un bug informatique (absence du D à Brive dans Houat)
- une cause Autres EFs largement à l’objectif avec une seule suppression au compteur

L’absence d’incidents Réseau ou Externe permet à TER de dérouler son potentiel de régularité lié au nouveau service SA2019. Seul l’Externe est plus en difficulté. L’analyse plus fine révèle :
- une cause TER qui signe une grosse performance en lien avec le très bon score du métier escale service voyageur. Tous les métiers sont à l’objectif à l’exception de l'escale Produit Train, et notamment à Bordeaux (40%) en proie avec les difficultés habituelles de production du site.
- des  causes Réseau et Autres EFs largement à l’objectif
- une cause Externe en difficulté face aux intempéries, aux actes de malveillance et aux nombreux chocs animaux"
TER_7;2019-02;Centre;9772;9674;98;816;91.6;10.9;"Essai transformé pour la production de ce mois de février !
Nous pouvons considérer aujourd'hui que tous les efforts de préparation du service portent aujourd'hui leurs fruits. Deuxième mois consécutif où nous sommes à l'objectif et ce, malgré les incidents du ""quotidien""."
TER_4;2019-03;Normandie;8683;8587;96;405;95.3;20.2;Malgré un debut de mois difficile en raison d'intempéries (alertes tempête les 4 et 10), nous parvenons à maintenir une production correcte grace à une deuxième partie de mois plus calme.
TER_5;2019-03;Bourgogne-Franche Comté;15470;15361;109;903;94.1;16.0;"Le mois de mars est en baisse en terme de suppressions de 0,36% par rapport au mois précédent.
La ponctualité se dégrade légèrement et son taux évolue de
-0,08%. Les causes externes, infrstructure, gestion en gare et réutilisation matériel sont en
augmentation. Les causes gestion du trafic, transporteur/gestion matériel, prise en charge
voyageurs sont quant à elles en amélioration"
TER_6;2019-03;Bretagne;9303;9214;89;258;97.2;34.7;
TER_7;2019-03;Centre;10413;10285;128;721;93.0;13.3;Nouvelle concrétisation pour mars qui est depuis ces 18 derniers mois le meilleur résultat que nous aillons atteint. Dommage que les soucis Matériel et dérangements de l'Infrastructure persistent sans lesquels nous aurions passé la barre des 95%.
TER_14;2019-03;Occitanie;11361;11130;231;1010;90.9;10.0;
TER_16;2019-03;Pays de la Loire;12633;12387;246;821;93.4;14.1;
TER_2;2019-04;Aquitaine;16414;16267;147;894;94.5;17.2;
TER_19;2019-04;Provence Alpes Côte d'Azur;14725;14363;362;1424;90.1;9.1;
TER_4;2019-05;Normandie;8410;8316;94;407;95.1;19.4;Malgré l'importance de la panne matériel du 850002 du 3, ce sont les causes externes qui ont le plus fortement perturbé la production ce mois ci avec l'accident de personne du 850003 le 15 et plusieurs colis suspects (aussi des arbres, animaux et intrusions...).
TER_14;2019-05;Occitanie;11371;11233;138;833;92.6;12.5;
TER_2;2019-07;Aquitaine;17537;17120;417;1411;91.8;11.1;
TER_6;2019-07;Bretagne;8422;8329;93;322;96.1;24.9;
TER_7;2019-07;Centre;11043;10879;164;976;91.0;10.1;
TER_15;2019-07;Hauts de France;25925;25252;673;2569;89.8;8.8;
TER_16;2019-07;Pays de la Loire;12246;12087;159;775;93.6;14.6;
TER_14;2019-08;Occitanie;11467;11161;306;1065;90.5;9.5;
TER_15;2019-08;Hauts de France;25436;25013;423;1712;93.2;13.6;
TER_3;2019-09;Auvergne-Rhône Alpes;30403;30073;330;2637;91.2;10.4;
TER_7;2019-09;Centre;10778;10674;104;623;94.2;16.1;
TER_14;2019-09;Occitanie;11368;11137;231;984;91.2;10.3;
TER_3;2013-01;Auvergne;5785;5732;53;431;92.5;12.3;Conditions météos défavorables.
TER_9;2013-01;Franche Comté;5826;5744;82;553;90.4;9.4;
TER_14;2013-01;Midi Pyrénées;8208;7941;267;903;88.6;7.8;
TER_17;2013-01;Picardie;11754;11673;81;1245;89.3;8.4;Fortes chutes de neige ayant entrainé des perturbations exceptionnelles.
TER_7;2013-02;Centre;8979;8830;149;629;92.9;13.0;
TER_8;2013-02;Champagne Ardenne;5801;5763;38;233;96.0;23.7;
TER_11;2013-02;Languedoc Roussillon;4614;4402;212;387;91.2;10.4;Arrêt de travail spontané suite à l'agression d'un agent du service commercial train.
TER_16;2013-02;Pays de la Loire;9238;9126;112;503;94.5;17.1;
TER_17;2013-02;Picardie;10215;10137;78;879;91.3;10.5;
TER_19;2013-02;Provence Alpes Côte d'Azur;12581;12142;439;1761;85.5;5.9;
TER_8;2013-03;Champagne Ardenne;6597;6421;176;378;94.1;16.0;Conditions météorologiques dégradées du 12 au 14 mars (neige et froid inhabituels à cette période de l'année).
TER_11;2013-03;Languedoc Roussillon;4930;4548;382;567;87.5;7.0;Mouvement social et nouvel arrêt de travail spontané suite l'agression d'un agent du service commercial train.
TER_16;2013-03;Pays de la Loire;9837;9484;353;520;94.5;17.2;
TER_20;2013-03;Rhône Alpes;29670;29424;246;3644;87.6;7.1;Dérangements sur l'infrastructure.
TER_13;2013-03;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_2;2013-04;Aquitaine;8329;8236;93;967;88.3;7.5;Cinq accidents de personnes.
TER_11;2013-04;Languedoc Roussillon;4776;4518;258;417;90.8;9.8;Intempéries et mouvement social.
TER_17;2013-04;Picardie;10870;10819;51;657;93.9;15.5;
TER_18;2013-04;Poitou Charentes;3306;3285;21;181;94.5;17.1;
TER_1;2013-05;Alsace;18659;18533;126;444;97.6;40.7;
TER_7;2013-05;Centre;9017;8952;65;418;95.3;20.4;
TER_11;2013-05;Languedoc Roussillon;4909;4666;243;335;92.8;12.9;Intempéries et mouvement social.
TER_19;2013-05;Provence Alpes Côte d'Azur;13312;12977;335;2244;82.7;4.8;
TER_13;2013-05;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_2;2013-06;Aquitaine;8152;8052;100;892;88.9;8.0;Inondations sur le piémont pyrénéen.
TER_19;2013-06;Provence Alpes Côte d'Azur;12916;11957;959;2160;81.9;4.5;
TER_4;2013-07;Basse Normandie;3815;3786;29;259;93.2;13.6;Intempéries la semaine 30 ayant entrainés de nombreux obstacles sur la voie (chutes d'arbres) et des difficultés de circulation (correspondances surtout).
TER_12;2013-07;Limousin;4032;3961;71;406;89.8;8.8;Défaut de géomérie de la voie entre Limoges et Poitiers.
TER_15;2013-07;Nord Pas de Calais;15550;15313;237;1013;93.4;14.1;Intempéries, orages.
TER_17;2013-07;Picardie;10623;10418;205;831;92.0;11.5;Mises en place de limitation de vitesse en raison des fortes chaleurs sur plusieurs axes et plusieurs jours. Intempéries avec de violents orages ayant entrainé de nombreux arbres et branches sur les voies.
TER_13;2013-07;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_5;2013-08;Bourgogne;7234;7191;43;448;93.8;15.1;Avec 26 journées sur 31 satisfaisantes, c’est le meilleur résultat en période estivale sur les six dernières années.Très bons scores de toute l'étoile Dijonnaise. sur Laroche-Paris.
TER_17;2013-08;Picardie;9862;9806;56;501;94.9;18.6;
TER_18;2013-08;Poitou Charentes;3490;3469;21;237;93.2;13.6;Nombreux dérangements d'installation de sécurité ce mois ci.
TER_5;2013-09;Bourgogne;7489;7227;262;693;90.4;9.4;Mouvement social interprofessionnel national le 10 et droit de retrait suite à une agression de contrôleur le 21 ayant entraîné d'importantes annulations de trains.
TER_9;2013-09;Franche Comté;5416;5301;115;459;91.3;10.5;
TER_19;2013-09;Provence Alpes Côte d'Azur;13024;12465;559;1745;86.0;6.1;
TER_12;2013-10;Limousin;4094;3833;261;370;90.3;9.4;
TER_3;2013-11;Auvergne;5854;5546;308;721;87.0;6.7;Conditions météos et dérangement d'installations de sécurité.
TER_8;2013-11;Champagne Ardenne;6045;5488;557;521;90.5;9.5;Nombreux patinages et enrayages de trains suite à la chute des feuilles mortes sur les rails, problèmes de disponibilité du matériel nécessitant la mise en œuvre de plans de transports adaptés, droit de retrait exercé du 6 au 8 par des contrôleurs champardennais suite à l'agression de l'un d'entre eux dans le train 839112 à Meaux le 6.
TER_13;2013-11;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_4;2013-12;Basse Normandie;3273;3050;223;232;92.4;12.1;Mouvement social national le 12 et intempéries les 23 et 24.
TER_14;2013-12;Midi Pyrénées;8281;7949;332;1407;82.3;4.6;Non respect des marches tracées, causes externes, dérangement des IS et incidents matériel en ligne.
TER_19;2013-12;Provence Alpes Côte d'Azur;14882;10858;4024;2016;81.4;4.4;Prolongation de la fermeture de la ligne Aspres Livron. Mouvements sociaux.
